Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,City,Salesperson,Product,Category,Quantity,Unit_Price_INR,Discount_Pct,Revenue_INR,Payment_Method
ORD-000536,2025-02-19,CUST-0148,Consumer,South,Hyderabad,Neha Kapoor,Wireless Mouse,Accessories,3,2193.52,0.1,5922.5,Bank Transfer
ORD-000537,2025-04-04,CUST-0031,Enterprise,West,Mumbai,Kavya Nair,Standing Desk,Office,2,21614.47,0.15,36744.6,UPI
ORD-000538,2025-06-29,CUST-0521,Consumer,South,Bengaluru,Arjun Rao,Wireless Mouse,Accessories,1,2222.98,0.1,2000.68,UPI
ORD-000539,2025-06-16,CUST-0245,SMB,West,Pune,Rohan Mehta,27-inch Monitor,Electronics,4,18316.51,0.05,69602.74,Bank Transfer
ORD-000540,2025-07-16,CUST-0581,Consumer,West,Ahmedabad,Sneha Iyer,Laptop Air 13,Electronics,5,57592.16,0.05,273562.76,Credit Card
ORD-000541,2025-12-06,CUST-0611,Consumer,Central,Raipur,Neha Kapoor,Office Chair,Office,7,11484.62,0.05,76372.72,UPI
ORD-000542,2025-08-16,CUST-0790,Consumer,Central,Raipur,Neha Kapoor,Smartphone X,Electronics,2,42779.14,0.05,81280.37,Bank Transfer
ORD-000543,2025-11-27,CUST-0776,Consumer,North,Chandigarh,Rohan Mehta,Office Chair,Office,1,11592.88,0.0,11592.88,Bank Transfer
ORD-000544,2025-09-30,CUST-0307,Consumer,East,Patna,Arjun Rao,Wireless Headphones,Accessories,3,6617.99,0.0,19853.97,Debit Card
ORD-000545,2025-02-15,CUST-0064,Consumer,East,Patna,Aarav Sharma,USB-C Hub,Accessories,10,2695.72,0.05,25609.34,UPI
ORD-000546,2025-12-27,CUST-0443,SMB,South,Kochi,Neha Kapoor,27-inch Monitor,Electronics,2,19176.51,0.15,32600.07,Bank Transfer
ORD-000547,2025-07-27,CUST-0394,Consumer,Central,Nagpur,Arjun Rao,Mechanical Keyboard,Accessories,1,4337.58,0.0,4337.58,Credit Card
ORD-000548,2025-05-28,CUST-0674,SMB,West,Surat,Rohan Mehta,Portable SSD 1TB,Storage,1,8088.35,0.0,8088.35,UPI
ORD-000549,2025-03-12,CUST-0639,SMB,West,Pune,Kavya Nair,Office Chair,Office,5,11724.7,0.15,49829.97,Bank Transfer
ORD-000550,2025-10-10,CUST-0511,Consumer,Central,Indore,Vikram Singh,Portable SSD 1TB,Storage,2,8588.89,0.0,17177.78,Bank Transfer
ORD-000551,2025-10-07,CUST-0595,Consumer,North,Lucknow,Priya Verma,USB-C Hub,Accessories,9,2857.37,0.05,24430.51,Credit Card
ORD-000552,2025-09-27,CUST-0091,Enterprise,Central,Indore,Kavya Nair,Portable SSD 1TB,Storage,4,8141.5,0.05,30937.7,UPI
ORD-000553,2025-12-17,CUST-0798,Consumer,Central,Bhopal,Kavya Nair,Office Chair,Office,3,11964.12,0.1,32303.12,Bank Transfer
ORD-000554,2025-09-20,CUST-0297,Consumer,East,Bhubaneswar,Aarav Sharma,External HDD 2TB,Storage,4,6485.56,0.05,24645.13,Debit Card
ORD-000555,2025-10-16,CUST-0829,Consumer,East,Kolkata,Vikram Singh,Wireless Headphones,Accessories,2,6208.55,0.0,12417.1,Bank Transfer
ORD-000556,2025-02-12,CUST-0282,Consumer,East,Patna,Aarav Sharma,Smartphone X,Electronics,5,40456.66,0.0,202283.3,UPI
ORD-000557,2025-11-06,CUST-0268,Enterprise,South,Chennai,Kavya Nair,Smartphone X,Electronics,4,41453.02,0.1,149230.87,Credit Card
ORD-000558,2025-09-28,CUST-0858,Consumer,South,Kochi,Arjun Rao,Portable SSD 1TB,Storage,10,8581.21,0.2,68649.68,Bank Transfer
ORD-000559,2025-05-02,CUST-0056,Consumer,East,Patna,Priya Verma,Office Chair,Office,3,11769.52,0.0,35308.56,UPI
ORD-000560,2025-03-27,CUST-0240,Consumer,Central,Raipur,Arjun Rao,Wireless Mouse,Accessories,2,2255.53,0.1,4059.95,Bank Transfer
ORD-000561,2025-05-15,CUST-0695,Consumer,West,Ahmedabad,Aarav Sharma,Smartphone X,Electronics,2,43248.7,0.0,86497.4,UPI
ORD-000562,2025-09-30,CUST-0344,Consumer,East,Patna,Vikram Singh,Office Chair,Office,5,11674.88,0.1,52536.96,UPI
ORD-000563,2025-05-11,CUST-0789,SMB,Central,Indore,Neha Kapoor,Office Chair,Office,2,11203.07,0.1,20165.53,Credit Card
ORD-000564,2025-06-10,CUST-0107,Consumer,Central,Raipur,Neha Kapoor,27-inch Monitor,Electronics,1,18335.81,0.0,18335.81,Credit Card
ORD-000565,2025-05-26,CUST-0614,Consumer,South,Bengaluru,Priya Verma,Wireless Headphones,Accessories,1,6785.03,0.0,6785.03,UPI
ORD-000566,2025-11-06,CUST-0114,Consumer,South,Chennai,Vikram Singh,Smartphone X,Electronics,4,43273.44,0.1,155784.38,Debit Card
ORD-000567,2025-08-28,CUST-0709,Enterprise,West,Ahmedabad,Vikram Singh,Office Chair,Office,3,11242.84,0.2,26982.82,Credit Card
ORD-000568,2025-02-07,CUST-0183,SMB,East,Guwahati,Priya Verma,Wireless Headphones,Accessories,2,6214.04,0.0,12428.08,Bank Transfer
ORD-000569,2025-04-13,CUST-0224,Consumer,West,Mumbai,Kavya Nair,USB-C Hub,Accessories,3,2811.38,0.0,8434.14,Debit Card
ORD-000570,2025-02-22,CUST-0153,Consumer,West,Mumbai,Aarav Sharma,Laptop Pro 14,Electronics,3,77577.88,0.0,232733.64,Bank Transfer
ORD-000571,2025-05-17,CUST-0490,SMB,West,Surat,Arjun Rao,Smartphone X,Electronics,6,42064.61,0.05,239768.28,UPI
ORD-000572,2025-10-04,CUST-0549,Consumer,Central,Nagpur,Neha Kapoor,Smartphone Lite,Electronics,8,23956.96,0.15,162907.33,Debit Card
ORD-000573,2025-07-25,CUST-0083,SMB,East,Guwahati,Vikram Singh,Laptop Pro 14,Electronics,8,78270.09,0.0,626160.72,Credit Card
ORD-000574,2025-04-01,CUST-0646,Consumer,North,Jaipur,Kavya Nair,27-inch Monitor,Electronics,2,18862.38,0.0,37724.76,UPI
ORD-000575,2025-11-20,CUST-0245,SMB,Central,Raipur,Arjun Rao,Wireless Mouse,Accessories,1,2248.34,0.0,2248.34,UPI
ORD-000576,2025-10-04,CUST-0038,Consumer,North,Jaipur,Aarav Sharma,Office Chair,Office,2,11441.7,0.15,19450.89,Debit Card
ORD-000577,2025-01-22,CUST-0153,Consumer,Central,Indore,Priya Verma,Mechanical Keyboard,Accessories,5,4481.27,0.1,20165.72,UPI
ORD-000578,2025-03-14,CUST-0015,SMB,South,Chennai,Aarav Sharma,Wireless Mouse,Accessories,2,2100.08,0.15,3570.14,Debit Card
ORD-000579,2025-02-19,CUST-0510,SMB,North,Chandigarh,Priya Verma,Wireless Mouse,Accessories,5,2269.84,0.0,11349.2,Credit Card
ORD-000580,2025-08-07,CUST-0559,SMB,Central,Indore,Neha Kapoor,Smart Watch,Accessories,10,11789.08,0.1,106101.72,Credit Card
ORD-000581,2025-01-24,CUST-0714,Consumer,South,Hyderabad,Rohan Mehta,USB-C Hub,Accessories,1,2872.11,0.0,2872.11,Bank Transfer
ORD-000582,2025-05-05,CUST-0797,SMB,West,Pune,Aarav Sharma,External HDD 2TB,Storage,1,6281.96,0.1,5653.76,Bank Transfer
ORD-000583,2025-02-11,CUST-0427,Consumer,East,Guwahati,Rohan Mehta,Laptop Pro 14,Electronics,7,78731.1,0.1,496005.93,Credit Card
ORD-000584,2025-03-15,CUST-0611,Consumer,North,Chandigarh,Kavya Nair,Office Chair,Office,2,11125.73,0.0,22251.46,UPI
ORD-000585,2025-11-18,CUST-0543,SMB,North,Delhi,Neha Kapoor,Portable SSD 1TB,Storage,2,8275.29,0.0,16550.58,Credit Card
ORD-000586,2025-08-26,CUST-0702,SMB,South,Kochi,Kavya Nair,Webcam HD,Accessories,1,3748.94,0.0,3748.94,Credit Card
ORD-000587,2025-03-23,CUST-0343,Enterprise,East,Guwahati,Aarav Sharma,Office Chair,Office,1,11166.03,0.05,10607.73,UPI
ORD-000588,2025-01-27,CUST-0241,Consumer,North,Lucknow,Neha Kapoor,External HDD 2TB,Storage,1,6209.24,0.0,6209.24,Bank Transfer
ORD-000589,2025-04-12,CUST-0243,SMB,North,Lucknow,Sneha Iyer,Standing Desk,Office,2,21617.49,0.1,38911.48,Bank Transfer
ORD-000590,2025-04-23,CUST-0466,Consumer,Central,Indore,Arjun Rao,Laptop Air 13,Electronics,2,54011.67,0.15,91819.84,Debit Card
ORD-000591,2025-03-11,CUST-0033,SMB,South,Bengaluru,Vikram Singh,Wireless Mouse,Accessories,3,2134.49,0.2,5122.78,Credit Card
ORD-000592,2025-02-26,CUST-0619,Consumer,East,Bhubaneswar,Rohan Mehta,Portable SSD 1TB,Storage,2,8261.88,0.1,14871.38,Credit Card
ORD-000593,2025-02-14,CUST-0286,Enterprise,West,Mumbai,Arjun Rao,Mechanical Keyboard,Accessories,2,4541.21,0.2,7265.94,Credit Card
ORD-000594,2025-05-07,CUST-0006,Consumer,Central,Raipur,Aarav Sharma,Smart Watch,Accessories,1,12535.5,0.2,10028.4,UPI
ORD-000595,2025-08-29,CUST-0464,SMB,North,Lucknow,Sneha Iyer,Standing Desk,Office,1,21954.39,0.05,20856.67,UPI
ORD-000596,2025-10-13,CUST-0245,Consumer,East,Kolkata,Aarav Sharma,Webcam HD,Accessories,4,3756.76,0.2,12021.63,Bank Transfer
ORD-000597,2025-12-09,CUST-0475,Consumer,West,Pune,Arjun Rao,Wireless Headphones,Accessories,2,6554.38,0.05,12453.32,Credit Card
ORD-000598,2025-07-09,CUST-0544,Consumer,East,Kolkata,Vikram Singh,Office Chair,Office,3,11006.3,0.15,28066.06,Bank Transfer
ORD-000599,2025-05-19,CUST-0636,Enterprise,North,Jaipur,Aarav Sharma,Standing Desk,Office,3,22632.92,0.1,61108.88,Debit Card
ORD-000600,2025-01-27,CUST-0722,Consumer,Central,Bhopal,Sneha Iyer,Laptop Air 13,Electronics,2,55252.02,0.0,110504.04,Credit Card
ORD-000601,2025-06-21,CUST-0772,Consumer,South,Chennai,Neha Kapoor,Smartphone Lite,Electronics,3,24605.47,0.1,66434.77,Debit Card
ORD-000602,2025-05-17,CUST-0514,SMB,West,Mumbai,Kavya Nair,27-inch Monitor,Electronics,1,18213.67,0.0,18213.67,Debit Card
ORD-000603,2025-08-20,CUST-0193,Consumer,North,Lucknow,Priya Verma,USB-C Hub,Accessories,3,2933.86,0.1,7921.42,UPI
ORD-000604,2025-07-20,CUST-0714,Consumer,North,Chandigarh,Kavya Nair,External HDD 2TB,Storage,8,5992.16,0.0,47937.28,Credit Card
ORD-000605,2025-04-15,CUST-0486,Enterprise,South,Hyderabad,Arjun Rao,27-inch Monitor,Electronics,1,18837.45,0.05,17895.58,Bank Transfer
ORD-000606,2025-11-27,CUST-0661,Consumer,Central,Nagpur,Arjun Rao,Laptop Pro 14,Electronics,1,75912.16,0.15,64525.34,Debit Card
ORD-000607,2025-12-02,CUST-0456,SMB,Central,Raipur,Vikram Singh,Office Chair,Office,2,11534.69,0.1,20762.44,Credit Card
ORD-000608,2025-06-06,CUST-0152,SMB,North,Jaipur,Vikram Singh,Smartphone X,Electronics,1,41110.21,0.05,39054.7,Bank Transfer
ORD-000609,2025-03-27,CUST-0166,Enterprise,South,Chennai,Priya Verma,USB-C Hub,Accessories,4,2932.5,0.0,11730.0,UPI
ORD-000610,2025-06-12,CUST-0682,Consumer,North,Jaipur,Neha Kapoor,USB-C Hub,Accessories,1,2817.5,0.0,2817.5,Credit Card
ORD-000611,2025-07-10,CUST-0512,Consumer,West,Pune,Kavya Nair,Wireless Mouse,Accessories,1,2292.5,0.0,2292.5,Debit Card
ORD-000612,2025-03-21,CUST-0486,Enterprise,East,Patna,Rohan Mehta,Laptop Pro 14,Electronics,3,79148.5,0.05,225573.22,Bank Transfer
ORD-000613,2025-06-23,CUST-0316,Consumer,North,Delhi,Arjun Rao,Standing Desk,Office,2,22391.62,0.0,44783.24,Credit Card
ORD-000614,2025-08-17,CUST-0801,Consumer,South,Hyderabad,Sneha Iyer,Smart Watch,Accessories,1,12100.12,0.1,10890.11,UPI
ORD-000615,2025-02-12,CUST-0200,SMB,West,Surat,Neha Kapoor,27-inch Monitor,Electronics,3,19380.3,0.2,46512.72,UPI
ORD-000616,2025-12-08,CUST-0292,Consumer,North,Jaipur,Neha Kapoor,Smart Watch,Accessories,4,11863.34,0.05,45080.69,Debit Card
ORD-000617,2025-08-17,CUST-0823,SMB,West,Surat,Vikram Singh,Portable SSD 1TB,Storage,1,8705.3,0.15,7399.5,Credit Card
ORD-000618,2025-08-06,CUST-0311,Enterprise,South,Kochi,Neha Kapoor,Standing Desk,Office,1,21089.37,0.05,20034.9,UPI
ORD-000619,2025-10-30,CUST-0570,Consumer,South,Kochi,Rohan Mehta,Webcam HD,Accessories,1,3811.6,0.1,3430.44,Credit Card
ORD-000620,2025-04-06,CUST-0312,Consumer,Central,Raipur,Kavya Nair,Portable SSD 1TB,Storage,3,8777.31,0.0,26331.93,Credit Card
ORD-000621,2025-01-14,CUST-0128,Consumer,West,Ahmedabad,Arjun Rao,Webcam HD,Accessories,1,4030.35,0.2,3224.28,Credit Card
ORD-000622,2025-09-09,CUST-0614,SMB,North,Jaipur,Kavya Nair,External HDD 2TB,Storage,1,6061.87,0.0,6061.87,Bank Transfer
ORD-000623,2025-05-13,CUST-0018,SMB,Central,Nagpur,Rohan Mehta,Office Chair,Office,9,11354.18,0.15,86859.48,UPI
ORD-000624,2025-03-16,CUST-0430,Consumer,East,Patna,Aarav Sharma,Smart Watch,Accessories,3,11463.47,0.05,32670.89,Debit Card
ORD-000625,2025-05-30,CUST-0614,SMB,North,Chandigarh,Neha Kapoor,27-inch Monitor,Electronics,1,18736.86,0.0,18736.86,Debit Card
ORD-000626,2025-12-17,CUST-0361,Consumer,Central,Indore,Aarav Sharma,Webcam HD,Accessories,3,3742.38,0.1,10104.43,Credit Card
ORD-000627,2025-09-23,CUST-0224,Consumer,North,Chandigarh,Sneha Iyer,Wireless Headphones,Accessories,2,6767.01,0.0,13534.02,Credit Card
ORD-000628,2025-10-14,CUST-0428,SMB,North,Lucknow,Priya Verma,USB-C Hub,Accessories,8,2859.51,0.15,19444.67,UPI
ORD-000629,2025-03-09,CUST-0612,Consumer,West,Ahmedabad,Rohan Mehta,External HDD 2TB,Storage,2,5976.19,0.1,10757.14,Debit Card
ORD-000630,2025-01-15,CUST-0315,SMB,South,Chennai,Sneha Iyer,Standing Desk,Office,1,21213.19,0.15,18031.21,Credit Card
ORD-000631,2025-02-10,CUST-0044,SMB,West,Pune,Priya Verma,Mechanical Keyboard,Accessories,4,4623.61,0.0,18494.44,UPI
ORD-000632,2025-12-04,CUST-0684,SMB,East,Kolkata,Priya Verma,27-inch Monitor,Electronics,2,17655.07,0.15,30013.62,UPI
ORD-000633,2025-11-05,CUST-0867,SMB,South,Hyderabad,Neha Kapoor,Smartphone Lite,Electronics,1,22870.22,0.1,20583.2,Debit Card
ORD-000634,2025-03-24,CUST-0840,Consumer,North,Delhi,Sneha Iyer,Portable SSD 1TB,Storage,4,8559.7,0.0,34238.8,Credit Card
ORD-000635,2025-05-25,CUST-0517,Enterprise,South,Kochi,Neha Kapoor,Smartphone X,Electronics,2,40314.48,0.2,64503.17,Credit Card
ORD-000636,2025-08-14,CUST-0527,Enterprise,South,Chennai,Arjun Rao,Office Chair,Office,1,11361.56,0.05,10793.48,UPI
ORD-000637,2025-06-10,CUST-0571,Consumer,East,Kolkata,Priya Verma,Laptop Air 13,Electronics,2,55223.0,0.05,104923.7,Debit Card
ORD-000638,2025-09-10,CUST-0232,Consumer,West,Surat,Vikram Singh,Laptop Air 13,Electronics,2,57047.46,0.1,102685.43,Bank Transfer
ORD-000639,2025-04-07,CUST-0014,Consumer,South,Kochi,Priya Verma,Portable SSD 1TB,Storage,5,8652.26,0.05,41098.24,Bank Transfer
ORD-000640,2025-08-13,CUST-0105,SMB,Central,Indore,Priya Verma,27-inch Monitor,Electronics,1,18316.15,0.0,18316.15,Debit Card
ORD-000641,2025-04-12,CUST-0743,Consumer,West,Surat,Vikram Singh,Smart Watch,Accessories,5,11679.44,0.05,55477.34,Debit Card
ORD-000642,2025-11-26,CUST-0286,Consumer,Central,Indore,Kavya Nair,Mechanical Keyboard,Accessories,3,4719.39,0.2,11326.54,UPI
ORD-000643,2025-03-04,CUST-0851,Consumer,North,Delhi,Kavya Nair,Wireless Headphones,Accessories,1,6194.32,0.2,4955.46,UPI
ORD-000644,2025-04-02,CUST-0677,SMB,North,Lucknow,Kavya Nair,Mechanical Keyboard,Accessories,2,4555.45,0.0,9110.9,Credit Card
ORD-000645,2025-05-31,CUST-0560,Consumer,Central,Bhopal,Aarav Sharma,Office Chair,Office,2,11855.9,0.05,22526.21,Bank Transfer
ORD-000646,2025-03-02,CUST-0571,Consumer,South,Hyderabad,Rohan Mehta,Mechanical Keyboard,Accessories,5,4291.19,0.05,20383.15,Bank Transfer
ORD-000647,2025-08-09,CUST-0676,Consumer,West,Surat,Kavya Nair,Smartphone X,Electronics,2,42289.19,0.1,76120.54,Credit Card
ORD-000648,2025-09-17,CUST-0785,Consumer,East,Patna,Neha Kapoor,Laptop Pro 14,Electronics,2,78912.13,0.2,126259.41,UPI
ORD-000649,2025-01-15,CUST-0784,Consumer,North,Jaipur,Arjun Rao,USB-C Hub,Accessories,5,2867.78,0.0,14338.9,UPI
ORD-000650,2025-08-08,CUST-0664,Enterprise,South,Hyderabad,Priya Verma,Smart Watch,Accessories,2,11693.07,0.0,23386.14,UPI
ORD-000651,2025-06-06,CUST-0582,Consumer,West,Surat,Vikram Singh,Laptop Air 13,Electronics,1,55781.09,0.0,55781.09,UPI
ORD-000652,2025-12-23,CUST-0101,SMB,Central,Raipur,Priya Verma,Wireless Mouse,Accessories,10,2175.87,0.05,20670.76,Credit Card
ORD-000653,2025-06-22,CUST-0447,Consumer,East,Bhubaneswar,Kavya Nair,Wireless Mouse,Accessories,4,2225.26,0.0,8901.04,UPI
ORD-000654,2025-10-02,CUST-0640,Consumer,South,Bengaluru,Priya Verma,Smartphone Lite,Electronics,1,23764.87,0.2,19011.9,Debit Card
ORD-000655,2025-05-20,CUST-0668,SMB,North,Jaipur,Vikram Singh,Laptop Air 13,Electronics,2,55144.97,0.05,104775.44,Bank Transfer
ORD-000656,2025-12-06,CUST-0185,Consumer,Central,Bhopal,Rohan Mehta,27-inch Monitor,Electronics,2,18528.43,0.0,37056.86,Bank Transfer
ORD-000657,2025-04-20,CUST-0829,Enterprise,Central,Raipur,Aarav Sharma,Office Chair,Office,4,12002.74,0.05,45610.41,Credit Card
ORD-000658,2025-07-06,CUST-0421,Consumer,West,Ahmedabad,Priya Verma,Wireless Mouse,Accessories,1,2156.06,0.1,1940.45,Credit Card
ORD-000659,2025-07-31,CUST-0245,SMB,West,Mumbai,Rohan Mehta,Wireless Headphones,Accessories,3,6565.8,0.0,19697.4,Credit Card
ORD-000660,2025-01-15,CUST-0663,SMB,West,Mumbai,Sneha Iyer,Smartphone Lite,Electronics,2,25179.1,0.05,47840.29,Credit Card
ORD-000661,2025-05-20,CUST-0740,Consumer,North,Lucknow,Aarav Sharma,Smartphone X,Electronics,4,42212.97,0.0,168851.88,UPI
ORD-000662,2025-02-12,CUST-0688,SMB,East,Kolkata,Arjun Rao,Smart Watch,Accessories,5,11888.41,0.15,50525.74,Credit Card
ORD-000663,2025-05-01,CUST-0794,SMB,Central,Nagpur,Kavya Nair,Laptop Air 13,Electronics,2,56919.62,0.0,113839.24,UPI
ORD-000664,2025-05-02,CUST-0826,Consumer,West,Pune,Arjun Rao,USB-C Hub,Accessories,5,2823.61,0.0,14118.05,Credit Card
ORD-000665,2025-03-15,CUST-0058,Consumer,Central,Raipur,Neha Kapoor,Laptop Air 13,Electronics,9,54624.11,0.05,467036.14,UPI
ORD-000666,2025-06-12,CUST-0372,Consumer,South,Kochi,Neha Kapoor,27-inch Monitor,Electronics,3,19201.95,0.2,46084.68,Debit Card
ORD-000667,2025-01-11,CUST-0708,Enterprise,North,Chandigarh,Vikram Singh,Office Chair,Office,3,11686.56,0.15,29800.73,Bank Transfer
ORD-000668,2025-06-08,CUST-0879,Enterprise,South,Kochi,Arjun Rao,Office Chair,Office,2,11065.36,0.15,18811.11,UPI
ORD-000669,2025-07-21,CUST-0305,Enterprise,South,Chennai,Rohan Mehta,External HDD 2TB,Storage,1,6400.08,0.0,6400.08,Bank Transfer
ORD-000670,2025-11-20,CUST-0843,Enterprise,North,Lucknow,Kavya Nair,Smart Watch,Accessories,4,11440.66,0.05,43474.51,Bank Transfer
ORD-000671,2025-06-20,CUST-0519,Consumer,East,Kolkata,Neha Kapoor,Standing Desk,Office,7,21252.76,0.0,148769.32,Bank Transfer
ORD-000672,2025-11-05,CUST-0657,SMB,North,Chandigarh,Kavya Nair,Standing Desk,Office,4,20960.17,0.05,79648.65,Credit Card
ORD-000673,2025-01-02,CUST-0529,Consumer,South,Chennai,Arjun Rao,Mechanical Keyboard,Accessories,2,4324.87,0.05,8217.25,Debit Card
ORD-000674,2025-08-20,CUST-0819,Enterprise,East,Patna,Sneha Iyer,Wireless Mouse,Accessories,1,2220.46,0.0,2220.46,UPI
ORD-000675,2025-08-01,CUST-0022,Consumer,South,Bengaluru,Sneha Iyer,Smart Watch,Accessories,6,12461.21,0.2,59813.81,UPI
ORD-000676,2025-08-25,CUST-0267,Consumer,Central,Indore,Priya Verma,Smartphone Lite,Electronics,5,24283.21,0.0,121416.05,Debit Card
ORD-000677,2025-03-29,CUST-0848,Consumer,West,Surat,Priya Verma,USB-C Hub,Accessories,4,2917.6,0.05,11086.88,Credit Card
ORD-000678,2025-04-15,CUST-0134,Enterprise,West,Surat,Sneha Iyer,Smartphone Lite,Electronics,5,24591.46,0.0,122957.3,Credit Card
ORD-000679,2025-05-25,CUST-0269,SMB,East,Bhubaneswar,Kavya Nair,Standing Desk,Office,2,21221.07,0.05,40320.03,Credit Card
ORD-000680,2025-07-09,CUST-0710,SMB,East,Guwahati,Sneha Iyer,USB-C Hub,Accessories,2,2697.3,0.0,5394.6,Bank Transfer
ORD-000681,2025-12-29,CUST-0241,SMB,East,Guwahati,Neha Kapoor,Mechanical Keyboard,Accessories,1,4301.44,0.0,4301.44,UPI
ORD-000682,2025-01-03,CUST-0573,Consumer,South,Bengaluru,Rohan Mehta,Wireless Headphones,Accessories,2,6611.32,0.2,10578.11,Debit Card
ORD-000683,2025-03-28,CUST-0444,Consumer,Central,Indore,Vikram Singh,27-inch Monitor,Electronics,2,17740.85,0.05,33707.61,UPI
ORD-000684,2025-06-10,CUST-0441,Enterprise,East,Patna,Vikram Singh,Laptop Pro 14,Electronics,2,76291.81,0.2,122066.9,Debit Card
ORD-000685,2025-09-22,CUST-0570,Consumer,South,Kochi,Aarav Sharma,Smart Watch,Accessories,1,11989.53,0.1,10790.58,Credit Card
ORD-000686,2025-03-18,CUST-0119,Consumer,West,Surat,Aarav Sharma,Laptop Pro 14,Electronics,1,79606.51,0.0,79606.51,Bank Transfer
ORD-000687,2025-07-02,CUST-0127,SMB,South,Hyderabad,Priya Verma,Standing Desk,Office,2,22483.48,0.0,44966.96,Credit Card
ORD-000688,2025-05-26,CUST-0218,SMB,Central,Bhopal,Rohan Mehta,Smartphone X,Electronics,4,42265.64,0.15,143703.18,Bank Transfer
ORD-000689,2025-02-09,CUST-0404,SMB,North,Jaipur,Priya Verma,Smartphone Lite,Electronics,3,22862.31,0.15,58298.89,Debit Card
ORD-000690,2025-03-20,CUST-0609,Consumer,East,Kolkata,Neha Kapoor,Laptop Pro 14,Electronics,5,77641.63,0.1,349387.34,UPI
ORD-000691,2025-12-02,CUST-0133,Enterprise,Central,Indore,Aarav Sharma,USB-C Hub,Accessories,2,2865.61,0.1,5158.1,Debit Card
ORD-000692,2025-06-15,CUST-0262,Consumer,West,Pune,Sneha Iyer,Webcam HD,Accessories,1,3853.74,0.2,3082.99,Bank Transfer
ORD-000693,2025-02-15,CUST-0124,Enterprise,South,Hyderabad,Kavya Nair,Laptop Pro 14,Electronics,1,76322.5,0.1,68690.25,Bank Transfer
ORD-000694,2025-06-08,CUST-0205,SMB,Central,Raipur,Kavya Nair,External HDD 2TB,Storage,1,6405.87,0.1,5765.28,Bank Transfer
ORD-000695,2025-09-01,CUST-0191,SMB,Central,Raipur,Arjun Rao,Wireless Headphones,Accessories,2,6702.15,0.1,12063.87,UPI
ORD-000696,2025-01-21,CUST-0508,Consumer,South,Bengaluru,Vikram Singh,27-inch Monitor,Electronics,2,18844.54,0.0,37689.08,Bank Transfer
ORD-000697,2025-08-12,CUST-0862,Enterprise,East,Bhubaneswar,Arjun Rao,Laptop Air 13,Electronics,2,53915.62,0.0,107831.24,Debit Card
ORD-000698,2025-10-19,CUST-0097,SMB,West,Surat,Vikram Singh,Laptop Pro 14,Electronics,7,78083.08,0.05,519252.48,Debit Card
ORD-000699,2025-05-11,CUST-0806,Consumer,South,Chennai,Arjun Rao,USB-C Hub,Accessories,2,2845.24,0.0,5690.48,UPI
ORD-000700,2025-02-12,CUST-0639,Enterprise,West,Ahmedabad,Neha Kapoor,Mechanical Keyboard,Accessories,1,4479.75,0.05,4255.76,Credit Card
ORD-000701,2025-04-19,CUST-0548,Consumer,West,Mumbai,Aarav Sharma,Smartphone X,Electronics,10,42728.32,0.0,427283.2,Bank Transfer
ORD-000702,2025-03-01,CUST-0744,Consumer,Central,Raipur,Vikram Singh,Laptop Pro 14,Electronics,2,80876.49,0.1,145577.68,Debit Card
ORD-000703,2025-12-20,CUST-0015,Enterprise,South,Chennai,Priya Verma,Office Chair,Office,3,11025.78,0.15,28115.74,UPI
ORD-000704,2025-12-23,CUST-0863,Enterprise,West,Pune,Priya Verma,Smartphone Lite,Electronics,1,24359.38,0.1,21923.44,Debit Card
ORD-000705,2025-08-26,CUST-0497,Consumer,West,Surat,Aarav Sharma,Smartphone X,Electronics,1,40540.17,0.0,40540.17,Bank Transfer
ORD-000706,2025-10-27,CUST-0106,Consumer,North,Lucknow,Arjun Rao,Smartphone Lite,Electronics,3,22922.21,0.15,58451.64,Bank Transfer
ORD-000707,2025-10-24,CUST-0606,SMB,Central,Raipur,Sneha Iyer,USB-C Hub,Accessories,10,2771.91,0.0,27719.1,UPI
ORD-000708,2025-09-28,CUST-0485,Consumer,West,Mumbai,Kavya Nair,Laptop Pro 14,Electronics,2,81064.44,0.0,162128.88,Debit Card
ORD-000709,2025-08-18,CUST-0238,Consumer,West,Pune,Neha Kapoor,Standing Desk,Office,1,21932.33,0.1,19739.1,Bank Transfer
ORD-000710,2025-03-09,CUST-0816,Consumer,East,Guwahati,Rohan Mehta,External HDD 2TB,Storage,4,6406.51,0.2,20500.83,Credit Card
ORD-000711,2025-05-25,CUST-0504,SMB,Central,Bhopal,Arjun Rao,Standing Desk,Office,3,21338.87,0.0,64016.61,Bank Transfer
ORD-000712,2025-06-05,CUST-0694,Consumer,East,Bhubaneswar,Rohan Mehta,Smartphone Lite,Electronics,1,24914.17,0.0,24914.17,UPI
ORD-000713,2025-02-02,CUST-0349,Consumer,East,Patna,Aarav Sharma,Smart Watch,Accessories,3,11668.91,0.0,35006.73,Debit Card
ORD-000714,2025-03-19,CUST-0819,SMB,West,Surat,Priya Verma,Portable SSD 1TB,Storage,2,8675.44,0.1,15615.79,UPI
ORD-000715,2025-11-09,CUST-0172,SMB,North,Delhi,Sneha Iyer,USB-C Hub,Accessories,8,2671.75,0.15,18167.9,Debit Card
ORD-000716,2025-03-22,CUST-0158,Consumer,North,Jaipur,Neha Kapoor,Standing Desk,Office,2,22511.61,0.05,42772.06,Credit Card
